AI and Machine Learning,Bioinformatics,Cybersecurity,Data Sciences,Software Engineering,Robotics,Synthetic Biology,Pharmacology and pharmaceuticals,Tissue Engineering,Regenerative Medicine
,,,,Ahmed R.(57198200877),,,,,
,,,,Crawford M.(21738963400),,,,,
,,,,Wells G.(7202079131),,,,,
,,,,Doeller C.F.(6507122603),,,,,
,,,,Benchenane K.(6507858359),,,,,
,,,,Paradis A.L.(7003965442),,,,,
,,,,Berthoz A.(7005666347),,,,,
,,,,Iglói K.(35484154800),,,,,
,,,,Rondi-Reig L.(55914992500),,,,,
,,,,Hawkins K.E.(57125654700),,,,,
,,,,Ranzoni A.M.(57192643871),,,,,
,,,,Coppi P.D.(57193662193),,,,,
,,,,Pelliccia F.(7005360685),,,,,
,,,,Camici P.G.(7005597818),,,,,
,,,,Parodi G.(55123441500),,,,,
,,,,Voas D.(6603640355),,,,,
,,,,Unsworth A.(57200204481),,,,,
,,,,Vernon S.A.(7102116153),,,,,
,,,,Morgan J.E.(16480785500),,,,,
,,,,Grossi C.M.(56156282800),,,,,
,,,,Howat W.J.(6506020964),,,,,
,,,,Kote-Jarai Z.S.(6602820947),,,,,
,,,,Clark J.(7407826776),,,,,
,,,,Ghori M.(22953594900),,,,,
,,,,Warren A.Y.(23101614100),,,,,
,,,,Massie C.E.(24481863300),,,,,
,,,,Marsden L.(56418034300),,,,,
,,,,Kay J.D.(56644005200),,,,,
,,,,Eeles R.(57202594401),,,,,
,,,,Jones D.(57209608493),,,,,
,,,,Foster C.S.(57212060038),,,,,
,,,,Feldman J.(7402823901),,,,,
,,,,Huckstepp R.(33367769500),,,,,
,,,,Henderson L.(56489757300),,,,,
,,,,Cardoza K.(56491137500),,,,,
,,,,Homann M.(36105897200),,,,,
,,,,Douthwaite R.E.(7004562085),,,,,
,,,,Parlett C.M.A.(37119172200),,,,,
,,,,Kumar S.(55371242400),,,,,
,,,,Frattini L.(56307866800),,,,,
,,,,Coulson B.(56583971200),,,,,
,,,,Trofimovaite R.(57192715692),,,,,
,,,,Price S.(7202475468),,,,,
,,,,Galek P.(8276605100),,,,,
,,,,Uzoh O.(55330742900),,,,,
,,,,Atzeni A.(56574959100),,,,,
,,,,Wardman M.R.(6603815016),,,,,
,,,,Bristow A.L.(7006226667),,,,,
,,,,Thanos S.(37108696100),,,,,
,,,,Agostoni C.(7006061189),,,,,
,,,,Lauritzen L.(57202063372),,,,,
,,,,Vander Poorten E.(14029454500),,,,,
,,,,Giannarou S.(14834012300),,,,,
,,,,Metzen J.H.(23397980500),,,,,
,,,,Kassahun Y.(23467031100),,,,,
,,,,Yu B.(56911502800),,,,,
,,,,Tibebu A.T.(56912294200),,,,,
,,,,Hu L.(56612611500),,,,,
,,,,Ho S.(7403713866),,,,,
,,,,Pollock J.(57197274750),,,,,
,,,,Murtagh N.(21733667800),,,,,
,,,,Badi S.(56829337100),,,,,
,,,,Keshishian H.(7004437926),,,,,
,,,,Munshi N.C.(7005171559),,,,,
,,,,Ebert B.L.(7005793023),,,,,
,,,,Burgess M.(7201646689),,,,,
,,,,Carr S.A.(7202363695),,,,,
,,,,Miller P.G.(7404427266),,,,,
,,,,Fulciniti M.(15052957200),,,,,
,,,,Słabicki M.(16302748700),,,,,
,,,,Udeshi N.D.(23029149600),,,,,
,,,,Kuhn E.(23467328500),,,,,
,,,,Sievers Q.L.(36562544800),,,,,
,,,,Bhatt S.(36611366700),,,,,
,,,,Liddicoat B.J.(49861793500),,,,,
,,,,Sperling A.S.(56010341400),,,,,
,,,,Fink E.C.(56107506400),,,,,
,,,,Gasser J.A.(57198300259),,,,,
,,,,Adams D.N.(57201580833),,,,,
,,,,Letai A.(57203195219),,,,,
,,,,Jan M.(57206323285),,,,,
,,,,Sharma R.(57210179246),,,,,
,,,,Olesinski E.A.(57210179802),,,,,
,,,,Tamanini N.(37005969000),,,,,
,,,,Böhmer C.(56247935800),,,,,
,,,,Quante M.(35785058300),,,,,
,,,,Jansen M.(57220668111),,,,,
,,,,Rizvi S.B.(57197392033),,,,,
,,,,Green M.(57202528488),,,,,
,,,,Yang S.Y.(57215371575),,,,,
,,,,Keshtgar M.(57220374211),,,,,
,,,,Muzslay M.(6504104619),,,,,
,,,,Jeanes A.(7004918205),,,,,
,,,,Moore G.(7403282988),,,,,
,,,,Bruce M.(57220658585),,,,,
,,,,Beljonne D.(7004588449),,,,,
,,,,Xue M.(8315702200),,,,,
,,,,Feng X.(13406555300),,,,,
,,,,Zhang F.(55613230870),,,,,
,,,,Wang X.(55933782600),,,,,
,,,,Qiu F.(56462114700),,,,,
,,,,Osella S.(57190521694),,,,,
,,,,Sun L.(57199010413),,,,,
,,,,Adderley W.P.(6603185093),,,,,
,,,,Kennedy C.J.(7402165008),,,,,
,,,,Erkal A.(23970176900),,,,,
,,,,Parkin S.J.(55840223500),,,,,
,,,,Aktas Y.D.(56254804900),,,,,
,,,,Green L.M.(7401917508),,,,,
,,,,Mackay D.H.(7402243633),,,,,
,,,,Yardley S.L.(56584197500),,,,,
,,,,Langfitt J.(6603924268),,,,,
,,,,Helmstaedter C.(7005566582),,,,,
,,,,Samson S.(7006743915),,,,,
,,,,Barr W.(7102231870),,,,,
,,,,Baker G.A.(7403001272),,,,,
,,,,Wilson S.J.(7404784816),,,,,
,,,,Watanabe M.(16318097500),,,,,
,,,,Smith M.L.(55665395100),,,,,
,,,,Hamed S.(57217604085),,,,,
,,,,Procházka D.(36976119500),,,,,
,,,,Němec D.(55651854300),,,,,
,,,,Jenkinson P.M.(6701922411),,,,,
,,,,Crucianelli L.(55879967300),,,,,
,,,,McKenna R.(55051418000),,,,,
,,,,Fichtner W.(55060246000),,,,,
,,,,Merkel E.(55597404000),,,,,
,,,,Hofmann L.(57197995636),,,,,
,,,,Eichhorn S.J.(7005544400),,,,,
,,,,Zhou F.L.(24333643200),,,,,
,,,,Dominguez A.(57202538637),,,,,
,,,,Aranguez I.(6504041645),,,,,
,,,,Somoza B.(6602953995),,,,,
,,,,Souza D.(7102611574),,,,,
,,,,Gil-Ortega M.(26534148100),,,,,
,,,,Dreifaldt M.(35775974400),,,,,
,,,,Fernández-Alfonso M.S.(56517087900),,,,,
,,,,Robin C.(8974158400),,,,,
,,,,Fournier-Level A.(24278587800),,,,,
,,,,Schmidt J.(36467186700),,,,,
,,,,Garud N.(53979611000),,,,,
,,,,Battlay P.(56095942800),,,,,
,,,,Green L.(57171483900),,,,,
,,,,Leblanc P.(57204580374),,,,,
,,,,Cavalli M.(6603731398),,,,,
,,,,Rennison D.(6603931960),,,,,
,,,,Hopkins B.(7103111641),,,,,
,,,,Pagano M.(7201963147),,,,,
,,,,Laita O.(12764435100),,,,,
,,,,Brimble M.(14051418500),,,,,
,,,,Conole D.(26429101700),,,,,
,,,,Atkinson D.(35777447500),,,,,
,,,,Jay-Smith M.(37123948500),,,,,
,,,,Bova S.(56271110200),,,,,
,,,,Ribaudo G.(56386043200),,,,,
,,,,Choi H.(57199219419),,,,,
,,,,Rose G.(7403282561),,,,,
,,,,Degen M.(9239263600),,,,,
,,,,Melhuish C.(56217601800),,,,,
,,,,Pedrazzoli D.(55620405400),,,,,
,,,,Anderson L.(57211589961),,,,,
,,,,Lochmüller H.(7005290364),,,,,
,,,,Johnson D.(7406823285),,,,,
,,,,Roos A.(36935177200),,,,,
,,,,Reza M.(42962389300),,,,,
,,,,Cox D.(56340572700),,,,,
,,,,Phillips L.(57193609817),,,,,
,,,,Grieves M.(57195491216),,,,,
,,,,Davis B.(57195494130),,,,,
,,,,Manoharan V.(57195495212),,,,,
,,,,Elvassore N.(6603752989),,,,,
,,,,Dupont S.(7007183898),,,,,
,,,,Luni C.(24725062000),,,,,
,,,,Giulitti S.(37057426600),,,,,
,,,,Martewicz S.(54960982700),,,,,
,,,,Giobbe G.(55253718100),,,,,
,,,,Michielin F.(55516934000),,,,,
,,,,Ashton N.J.(55498735800),,,,,
,,,,Knopf A.C.(6602341416),,,,,
,,,,Oelfke U.(6701862795),,,,,
,,,,Dearnaley D.(7004428943),,,,,
,,,,deSouza N.M.(7004981356),,,,,
,,,,Morgan V.A.(19337441100),,,,,
,,,,Bhide S.(35184942800),,,,,
,,,,Newbold K.(35240629900),,,,,
,,,,Petkar I.(36107204000),,,,,
,,,,Nill S.(55887467300),,,,,
,,,,Dunlop A.(56254410400),,,,,
,,,,Wong K.(56645354800),,,,,
,,,,Guerreiro F.(57015403200),,,,,
,,,,Van Beijsterveldt T.C.E.M.(6506997341),,,,,
,,,,Fagnani C.(6507581685),,,,,
,,,,Tynelius P.(6602614411),,,,,
,,,,Krasnow R.(6602615415),,,,,
,,,,Hjelmborg J.B.(6603076913),,,,,
,,,,Cozen W.(6603803363),,,,,
,,,,Sodemann M.(6603803737),,,,,
,,,,Klump K.L.(6603862028),,,,,
,,,,Rebato E.(6701358631),,,,,
,,,,Saffery R.(6701586397),,,,,
,,,,Derom C.A.(7003348389),,,,,
,,,,Stazi M.A.(7003872039),,,,,
,,,,Saudino K.J.(7004161005),,,,,
,,,,Busjahn A.(7004503495),,,,,
,,,,Burt S.A.(7004524881),,,,,
,,,,Sund R.(7004598232),,,,,
,,,,Brendgen M.(7004889301),,,,,
,,,,Vlietinck R.F.(7005040487),,,,,
,,,,Dionne G.(7005055688),,,,,
,,,,Kyvik K.O.(7005078154),,,,,
,,,,Maia J.A.(7006248142),,,,,
,,,,Hur Y.M.(7006335989),,,,,
,,,,MacK T.M.(7006385370),,,,,
,,,,Bartels M.(7102291011),,,,,
,,,,Beck-Nielsen H.(7102424554),,,,,
,,,,Dubois L.(7102611098),,,,,
,,,,Gregory A.M.(7103300229),,,,,
,,,,Eaves L.J.(7201705061),,,,,
,,,,Jang K.L.(7201796278),,,,,
,,,,Craig J.M.(7401926371),,,,,
,,,,Baker L.A.(7402021500),,,,,
,,,,Yokoyama Y.(7402993779),,,,,
,,,,Tuvblad C.(8503400200),,,,,
,,,,Oncel S.Y.(8567986300),,,,,
,,,,D'Ippolito C.(12138899000),,,,,
,,,,Harden K.P.(16024557100),,,,,
,,,,Bayasgalan G.(16038483600),,,,,
,,,,Aliev F.(16041567200),,,,,
,,,,Haworth C.M.A.(16042255500),,,,,
,,,,Bjerregaard-Andersen M.(16479720900),,,,,
,,,,Jelenkovic A.(18042459400),,,,,
,,,,Aaltonen S.(19336958600),,,,,
,,,,Tucker-Drob E.M.(19337958900),,,,,
,,,,Ooki S.(23668673900),,,,,
,,,,Kandler C.(25638612900),,,,,
,,,,Ding X.(25645764900),,,,,
,,,,Ning F.(33667824300),,,,,
,,,,Yu C.(35313661600),,,,,
,,,,Spector T.(35351391300),,,,,
,,,,Maes H.H.(35411196500),,,,,
,,,,Tarnoki D.L.(35424972600),,,,,
,,,,Gatz M.(35465828000),,,,,
,,,,Corley R.P.(35478107400),,,,,
,,,,Tarnoki A.D.(35796411700),,,,,
,,,,Rasmussen F.(35958490300),,,,,
,,,,Sørensen T.I.(36043939900),,,,,
,,,,Gao W.(36058761700),,,,,
,,,,Huibregtse B.M.(43361305800),,,,,
,,,,McAdams T.A.(55002773000),,,,,
,,,,Hwang A.E.(55264600900),,,,,
,,,,Moller S.(55337429500),,,,,
,,,,Boivin M.(55769906600),,,,,
,,,,Honda C.(55994227500),,,,,
,,,,Ji F.(56060817700),,,,,
,,,,Freitas D.L.(56209693200),,,,,
,,,,Skytthe A.(56266405100),,,,,
,,,,Knafo-Noam A.(56463015900),,,,,
,,,,Abramson L.(56464834100),,,,,
,,,,Pahlen S.(56505560000),,,,,
,,,,Chong Y.(56522423600),,,,,
,,,,Butler D.A.(56660280500),,,,,
,,,,Narandalai D.(56660594100),,,,,
,,,,Swan G.E.(56749612100),,,,,
,,,,Vitaro F.(56803476500),,,,,
,,,,Buchwald D.(57188628328),,,,,
,,,,Jack H.G.(57190490370),,,,,
,,,,Lachance G.(57197704103),,,,,
,,,,Li L.(57202346020),,,,,
,,,,Mankuta D.(57203031095),,,,,
,,,,Duncan G.E.(57206293175),,,,,
,,,,Heikkila K.(57207905400),,,,,
,,,,Silberg J.L.(57208462631),,,,,
,,,,Christensen K.(57209340049),,,,,
,,,,Loos R.J.(57216775598),,,,,
,,,,Pang Z.(57218306511),,,,,
,,,,Jiang X.S.(57193433902),,,,,
,,,,Yang S.(57201391009),,,,,
,,,,Sun J.Y.(57201398367),,,,,
,,,,Wu Y.(57216625898),,,,,
,,,,Liu T.(57218174003),,,,,
,,,,Jiang X.(35262143800),,,,,
,,,,Edwards D.(35449666300),,,,,
,,,,Benmore C.(7003748350),,,,,
,,,,Skinner L.(14056931200),,,,,
,,,,Cavestro G.M.(6601943980),,,,,
,,,,Te Morsche R.H.M.(6602189548),,,,,
,,,,Gasiorowska A.(6602416137),,,,,
,,,,Mayerle J.(6602542609),,,,,
,,,,Cichoz-Lach H.(6602563217),,,,,
,,,,Pfützer R.(6603468915),,,,,
,,,,Jurkowska G.(6603715550),,,,,
,,,,Ockenga J.(7003382747),,,,,
,,,,Stickel F.(7003813434),,,,,
,,,,Malats N.(7003898578),,,,,
,,,,Bödeker H.(7004190408),,,,,
,,,,Keim V.(7005367614),,,,,
,,,,Pedrazzoli S.(7005429571),,,,,
,,,,Testoni P.A.(7005798805),,,,,
,,,,Hampe J.(7006423541),,,,,
,,,,Weiss F.U.(7101906691),,,,,
,,,,Soyka M.(7101950721),,,,,
,,,,Lerch M.M.(7101988714),,,,,
,,,,Férec C.(7102089836),,,,,
,,,,Mössner J.(7102492878),,,,,
,,,,Mariani A.(7102770731),,,,,
,,,,Witt H.(7102891268),,,,,
,,,,Bruno M.J.(7202870229),,,,,
,,,,Schneider A.(7402385515),,,,,
,,,,Werner J.(7403266165),,,,,
,,,,Schulz H.U.(7403266882),,,,,
,,,,Rebours V.(8503967100),,,,,
,,,,Martorana D.(12243511200),,,,,
,,,,Paderova J.(15046899200),,,,,
,,,,Buch S.(15126901000),,,,,
,,,,Ioana M.(16199596800),,,,,
,,,,Treiber M.(16426691300),,,,,
,,,,Huster D.(19835777300),,,,,
,,,,Drenth J.P.H.(22943514900),,,,,
,,,,Simon P.(26640663100),,,,,
,,,,Hellerbrand C.(26643101700),,,,,
,,,,Skipworth J.(26657715000),,,,,
,,,,Derikx M.H.(28267709000),,,,,
,,,,Geisz A.(33667638600),,,,,
,,,,Macek M.(35332282600),,,,,
,,,,Real F.X.(35416746300),,,,,
,,,,Saftoiu A.(35566235500),,,,,
,,,,Malecka-Panas E.(35580749200),,,,,
,,,,Haas S.(35740533600),,,,,
,,,,Masson E.(35974590800),,,,,
,,,,Grothaus J.(36010309800),,,,,
,,,,Di Leo M.(36713404800),,,,,
,,,,Bugert P.(54907244200),,,,,
,,,,Ruffert C.(54908285500),,,,,
,,,,Lévy P.(55206544900),,,,,
,,,,Sack S.(55404141100),,,,,
,,,,Müller S.(55457169100),,,,,
,,,,Löhr M.J.(55605216000),,,,,
,,,,Rohde K.(55992155700),,,,,
,,,,Hegyi P.(56219159700),,,,,
,,,,Wodarz N.(56234128400),,,,,
,,,,Chen J.M.(56283370800),,,,,
,,,,Goni E.(56342007100),,,,,
,,,,Iordache S.(56830324500),,,,,
,,,,Mora J.(57055046600),,,,,
,,,,Farré A.(57055379500),,,,,
,,,,Grützmann R.(57185299600),,,,,
,,,,Ridinger M.(57207801887),,,,,
,,,,Dabrowski A.(57214535358),,,,,
,,,,Rosendahl J.(57214921687),,,,,
,,,,Stone H.(57208387769),,,,,
,,,,Putrino V.(57208393023),,,,,
,,,,Longanesi L.(6602115880),,,,,
,,,,Quaglino P.(6701437520),,,,,
,,,,Caproni M.(7006117487),,,,,
,,,,Parodi A.(7103095645),,,,,
,,,,Antiga E.(9741773600),,,,,
,,,,Calabresi V.(15759047300),,,,,
,,,,di Zenzo G.(15759309300),,,,,
,,,,Cozzani E.(35452020300),,,,,
,,,,Marzano A.V.(35547066400),,,,,
,,,,Burlando M.(35738454500),,,,,
,,,,Carrozzo M.(55135561500),,,,,
,,,,Cerri A.(56733180200),,,,,
,,,,Aletras N.(55418795600),,,,,
,,,,Preot'iuc-Pietro D.(56898943200),,,,,
,,,,Meswania J.M.(6507418782),,,,,
,,,,Verhamme P.(6506229086),,,,,
,,,,Homering M.(6508215104),,,,,
,,,,Brighton T.A.(6602122017),,,,,
,,,,Decousus H.(7004804423),,,,,
,,,,Bauersachs R.(7005746447),,,,,
,,,,Lensing A.W.A.(7006597930),,,,,
,,,,Prins M.H.(7102085653),,,,,
,,,,Davidson B.L.(7402965632),,,,,
,,,,Beyer-Westendorf J.(29067474300),,,,,
,,,,Pap A.F.(36340827100),,,,,
,,,,Tamm M.(55362555400),,,,,
,,,,Cohen A.T.(55465458700),,,,,
,,,,Wells P.S.(55551031700),,,,,
,,,,Van Bellen B.(55874098400),,,,,
,,,,Bounameaux H.(57209754357),,,,,
,,,,Tang Y.(7404591887),,,,,
,,,,Tang R.(55832242100),,,,,
,,,,Babashani M.M.(8207299800),,,,,
,,,,Jibo A.M.(25951437800),,,,,
,,,,Gadanya M.A.(25957587400),,,,,
,,,,Gajida A.U.(36456909200),,,,,
,,,,Bello M.M.(56711675100),,,,,
,,,,Adamu A.L.(57193426164),,,,,
,,,,Abubakar I.S.(57216109082),,,,,
,,,,Huff M.(23466819300),,,,,
,,,,Meyerhoff H.(36239086600),,,,,
,,,,Vanes L.(56548745300),,,,,
,,,,Gough D.(7101774088),,,,,
,,,,Hilario F.D.(6506272377),,,,,
,,,,Lasco R.D.(6602686739),,,,,
,,,,Delfino R.J.P.(55047849400),,,,,
,,,,Cinco T.A.(55898961400),,,,,
,,,,de Guzman R.G.(56122396600),,,,,
,,,,Ortiz A.M.D.(57126746100),,,,,
,,,,Barba R.(57126925500),,,,,
,,,,Ares E.D.(57127157500),,,,,
,,,,Juanillo E.L.(57127319100),,,,,
,,,,Sarfatti A.(8268116400),,,,,
,,,,Shalashilin D.(6701432464),,,,,
,,,,Wu J.(56147005000),,,,,
,,,,Symonds C.(56536333400),,,,,
,,,,Ronto M.(56995969500),,,,,
,,,,Curtis-Tyler K.(56624607400),,,,,
,,,,Dusheiko M.(6508083572),,,,,
,,,,Gravelle H.(7004423323),,,,,
,,,,Smith P.C.(7406997415),,,,,
,,,,Martin S.(56869261300),,,,,
,,,,Artuch R.(7004114130),,,,,
,,,,Heales S.(7005146428),,,,,
,,,,Montoya J.(7101654874),,,,,
,,,,Ormazabal A.(8347663100),,,,,
,,,,Molero-Luis M.(26432761900),,,,,
,,,,Casado M.(35078139000),,,,,
,,,,Aylett S.B.(55510786600),,,,,
,,,,Ying X.(16308052600),,,,,
,,,,Tempelaar D.(14625538000),,,,,
,,,,Rienties B.(26656113500),,,,,
,,,,Nguyen Q.(57193622547),,,,,
,,,,Kunath T.(6603182641),,,,,
,,,,Brundin P.(7007073871),,,,,
,,,,Reyes J.(15061774800),,,,,
,,,,Devine M.(35889193800),,,,,
,,,,Lamberts J.(56312021500),,,,,
,,,,Olsson T.(57210401654),,,,,
,,,,Godfrey D.(56269805600),,,,,
,,,,Lagnado D.(6507379819),,,,,
,,,,Sloman S.(6701432489),,,,,
,,,,Zemla J.(37001410800),,,,,
,,,,Bechlivanidis C.(55816229600),,,,,
,,,,Hoad C.(6505868562),,,,,
,,,,Marciani L.(6602443044),,,,,
,,,,Spiller R.(7005287882),,,,,
,,,,Gourine A.V.(57204343249),,,,,
,,,,Leibrandt K.(56001386300),,,,,
,,,,Cowley P.(26632912300),,,,,
,,,,McCarron M.O.(35598062000),,,,,
,,,,Chatterjee F.(57191493087),,,,,
,,,,Howard D.(57190813721),,,,,
,,,,Simonsen U.(7003695764),,,,,
,,,,Parker K.(7401598095),,,,,
,,,,Hughes A.(7401765648),,,,,
,,,,Su J.(57191884407),,,,,
,,,,Mayor N.P.(6603144775),,,,,
,,,,Apperley J.F.(7005558171),,,,,
,,,,Widschwendter M.(7006520678),,,,,
,,,,Sergeant R.(22981799500),,,,,
,,,,Afonso N.(57003115600),,,,,
,,,,Rakyan V.K.(57203406919),,,,,
,,,,Jones A.(57207018800),,,,,
,,,,Wallis S.(57195531038),,,,,
,,,,Egerton A.(15834349800),,,,,
,,,,Kempton M.(23111078000),,,,,
,,,,Taylor M.(35312445300),,,,,
,,,,Merritt K.(55955367200),,,,,
,,,,Bell J.(55472320100),,,,,
,,,,Renold E.(6602218294),,,,,
,,,,Danielle Egan R.(24757957600),,,,,
,,,,Briggs T.(7004395420),,,,,
,,,,Zaidi R.(53985758500),,,,,
,,,,Cro S.(55337832800),,,,,
,,,,Carter A.(56357890400),,,,,
,,,,Hasan K.(57212154379),,,,,
,,,,Muryn C.A.(7003387644),,,,,
,,,,Pang C.L.(7201425162),,,,,
,,,,Salmeron M.(24318371900),,,,,
,,,,Yim C.M.(35423002700),,,,,
,,,,Shaw B.J.(55880546000),,,,,
,,,,Bluhm H.(56727849100),,,,,
,,,,Zhang Y.(57160580000),,,,,
,,,,Gallent N.(6701406723),,,,,
,,,,Mace A.(7003569578),,,,,
,,,,Peirson S.N.(6506845266),,,,,
,,,,Brown L.A.(35576569400),,,,,
,,,,Dudley J.A.(42361252800),,,,,
,,,,Pillidge K.(55371518000),,,,,
,,,,Tsai Y.C.(56379449900),,,,,
,,,,Porter A.J.(56379624200),,,,,
,,,,Sangrador-Vegas A.(6506641191),,,,,
,,,,Redaschi N.(6506689633),,,,,
,,,,Rivoire C.(6507920821),,,,,
,,,,Sigrist C.J.A.(6602625797),,,,,
,,,,Thanki N.(6602629543),,,,,
,,,,Letunic I.(6602771600),,,,,
,,,,Marchler-Bauer A.(6701615882),,,,,
,,,,Natale D.A.(7003759154),,,,,
,,,,Mi H.(7006125505),,,,,
,,,,Attwood T.K.(7006175614),,,,,
,,,,Bork P.(7103061421),,,,,
,,,,Mitchell A.L.(7402040037),,,,,
,,,,Huang H.(7405610992),,,,,
,,,,Nuka G.(8345302100),,,,,
,,,,Richardson L.J.(12776910000),,,,,
,,,,Potter S.C.(12789716000),,,,,
,,,,Qureshi M.A.(15036862200),,,,,
,,,,Salazar G.A.(24802299400),,,,,
,,,,Bridge A.(35344606800),,,,,
,,,,Pandurangan A.P.(54400112900),,,,,
,,,,Yong S.Y.(55214128100),,,,,
,,,,Fraser M.I.(55232251700),,,,,
,,,,Pesseat S.(55232367600),,,,,
,,,,Madeira F.(55246121700),,,,,
,,,,Brown S.D.(55479567500),,,,,
,,,,Lopez R.(55625144000),,,,,
,,,,Chang H.Y.(56135959300),,,,,
,,,,Rawlings N.D.(56639282800),,,,,
,,,,Sutton G.G.(56750848100),,,,,
,,,,Paysan-Lafosse T.(56940702200),,,,,
,,,,Blum M.(57188564424),,,,,
,,,,Necci M.(57192070199),,,,,
,,,,Luciani A.(57192374881),,,,,
,,,,Haft D.R.(57193258938),,,,,
,,,,El-Gebali S.(57193731494),,,,,
,,,,Thomas P.D.(57203053193),,,,,
,,,,Finn R.D.(57207750997),,,,,
,,,,Norman R.(24833636500),,,,,
,,,,Dunning T.L.(54388754100),,,,,
,,,,Wong S.F.(55347448500),,,,,
,,,,Collins I.(55930892800),,,,,
,,,,Hayes T.M.(57188558276),,,,,
,,,,Cyhlarova E.(9633404500),,,,,
,,,,Robotham D.(16246148900),,,,,
,,,,Williamson T.(23475702800),,,,,
,,,,Laybourne A.(23477379100),,,,,
,,,,Jepson M.(55444651600),,,,,
,,,,Williams V.(57189229161),,,,,
,,,,Fouqueau T.(55822011800),,,,,
,,,,Seo S.(7202469827),,,,,
,,,,Dominguez A.(57202531870),,,,,
,,,,Huang H.(57218083554),,,,,
,,,,Pelling A.(6602962714),,,,,
,,,,Ali S.(56818289200),,,,,
,,,,Swanton E.(6505941295),,,,,
,,,,Otsuka Y.(57002441400),,,,,
,,,,Koay Y.(57091004800),,,,,
,,,,Reichold M.(23390554100),,,,,
,,,,Warth R.(56238765100),,,,,
,,,,J. Hawkes S.(7005237779),,,,,
,,,,B. Gamlin J.(57195444351),,,,,
,,,,Tunney R.J.(6701528109),,,,,
,,,,Ferguson E.(7102858467),,,,,
,,,,Batteux E.(57195771458),,,,,
,,,,Cooper A.(7401832651),,,,,
,,,,Bonillo B.(23099464700),,,,,
,,,,Sprick R.(36657600800),,,,,
,,,,Adams D.(55015893700),,,,,
,,,,Guiglion P.(55805566600),,,,,
,,,,Brownbill N.(56926651800),,,,,
,,,,Slater B.(57203048898),,,,,
,,,,Blanc F.(57213368290),,,,,
,,,,Lang M.(57188804129),,,,,
,,,,Selvadurai T.(57188815130),,,,,
,,,,Simpson I.J.A.(52364860800),,,,,
,,,,Thomas V.(57205685619),,,,,
,,,,Worsham R.D.(57205686615),,,,,
,,,,Krarup E.(6506244803),,,,,
,,,,Pendergraft W.F.(6603139875),,,,,
,,,,Szpirt W.M.(6603562247),,,,,
,,,,Egfjord M.(7003554932),,,,,
,,,,Nightingale P.(7005924596),,,,,
,,,,Morgan M.D.(8266079100),,,,,
,,,,Basu N.(22978221200),,,,,
,,,,McGregor J.A.G.(26429559200),,,,,
,,,,Chanouzas D.(26634709800),,,,,
,,,,Hogan S.L.(35582802800),,,,,
,,,,Dospinescu P.(36154366600),,,,,
,,,,Poulton C.J.(55623951500),,,,,
,,,,Dale J.A.(56670823300),,,,,
,,,,Lee K.(57206697672),,,,,
,,,,Friling R.(6603845289),,,,,
,,,,Blum-Hareuveni T.(7801647943),,,,,
,,,,Sharon Y.(57189054218),,,,,
,,,,Sharief L.(57193072956),,,,,
,,,,Hareuveni G.(57193652267),,,,,
,,,,Faísca L.(6503944802),,,,,
,,,,Ashworth M.(7005599508),,,,,
,,,,Sales C.M.D.(35339793400),,,,,
,,,,Alves P.C.G.(55226085300),,,,,
,,,,Malouf R.(6603291061),,,,,
,,,,Reilly S.(7102957004),,,,,
,,,,Miranda-Castillo C.(15830151500),,,,,
,,,,Toot S.(37065480500),,,,,
,,,,Douglas J.(15047879100),,,,,
,,,,Gehl P.(23970419400),,,,,
,,,,Seyedi D.(35096855400),,,,,
,,,,Mills H.(57195225372),,,,,
,,,,Mulfinger N.(57195494528),,,,,
,,,,Raeder S.(57212344028),,,,,
,,,,Clements H.(57212350026),,,,,
,,,,Paluch E.(11240220400),,,,,
,,,,Chalut K.(12806278100),,,,,
,,,,Khan A.(57111151100),,,,,
,,,,Colecchia F.(57197399311),,,,,
,,,,Jacoby D.(36162010000),,,,,
,,,,Naylor P.(57150417000),,,,,
,,,,Sergeeva N.(55218042800),,,,,
,,,,Zanello C.(57203919019),,,,,
,,,,Pulkki-Brännström A.M.(37011550600),,,,,
,,,,Batura N.(55606878900),,,,,
,,,,Bondo A.(55843163500),,,,,
,,,,Makwenda C.(55843426600),,,,,
,,,,Banda L.(57190418638),,,,,
,,,,Kim S.(57192675106),,,,,
,,,,McCowan T.(8424780600),,,,,
,,,,Bowtell R.(7005010989),,,,,
,,,,Maguire E.A.(7005945840),,,,,
,,,,Shah V.(7201440598),,,,,
,,,,Barnes G.R.(7202142345),,,,,
,,,,Brookes M.J.(8599486300),,,,,
,,,,Kessler K.(8905196800),,,,,
,,,,Boto E.(57191490424),,,,,
,,,,Leggett J.(57197534488),,,,,
,,,,Holmes N.(57201420913),,,,,
,,,,Roberts G.(57201428018),,,,,
,,,,Hill R.M.(57201632590),,,,,
,,,,Vaughan R.(57209279013),,,,,
,,,,Fromhold M.(57209279979),,,,,
,,,,Beebe S.(57209281868),,,,,
,,,,Rea M.(57209282963),,,,,
,,,,Alexander N.(57209286860),,,,,
,,,,Dominguez A.(57202538573),,,,,
,,,,Fleming I.(56281139400),,,,,
,,,,Newman R.(56583391100),,,,,
,,,,Ryan M.P.(7403184422),,,,,
,,,,Cavallaro A.(8049052800),,,,,
,,,,Pramana S.S.(16310770500),,,,,
,,,,Herrin J.S.(24511969000),,,,,
